8489,-1296,-93,0
8515,-1289,233,0
8574,-1337,-1057,0
8709,-724,-92,0
8713,-727,65,0
8727,-729,627,0
8777,-727,1119,0
8813,-659,-499,0
8827,-650,-599,0
8833,-652,-1046,0
8878,-650,-1452,0
9161,-457,135,0
9170,-457,66,0
9177,-441,-89,0
9178,-410,-86,0
9179,-446,-41,10
9361,-339,-598,0
9363,-338,-490,0
9485,-257,69,0
9512,-235,-396,0
9513,-234,-485,0
9524,-234,-593,0
9629,-160,424,0
9699,-114,644,0
9743,-100,-5,0
9745,-224,-262,4
9747,-104,-254,0
9750,-138,-481,0
9760,-200,-1449,0
9761,-234,-789,0
9800,325,14,0
9814,-17,-168,0
9818,-17,-251,0
9821,-16,-316,0
9823,104,-667,0
9840,-12,-479,0
9843,-9,12,0
9846,-7,-587,0
9851,34,1106,0
9867,-1,-789,0
9883,1,-1026,0
9915,47,314,0
9970,47,-1149,0
9983,81,431,0
10088,155,627,0
10209,323,890,0
10240,329,654,0
10248,329,430,0
10274,333,-171,0
10276,332,-243,0
10278,331,-320,0
10286,332,-573,0
10298,336,-787,0
10305,344,-1095,0
10315,331,-1024,0
10580,469,-1026,0
10581,465,-787,0
10582,466,-562,0
10583,463,-323,0
10584,464,-174,0
10591,469,-1098,0
10852,664,-1487,0
10859,650,660,0
10866,641,1157,0
10873,647,431,0
10884,650,19,0
10886,655,-1027,0
10890,651,-172,0
10893,658,-545,0
10894,651,-325,0
10896,658,-787,0
11100,1187,-87,0
11101,826,-172,0
11102,1239,-351,0
11105,1240,-543,0
11114,1726,-1032,0
11341,1315,442,0
11347,1699,652,0
11348,-305,-395,0
11349,-337,-396,0
11350,-306,-358,0
11351,-206,-483,0
11352,-206,-342,0
11353,-338,-358,0
11356,-299,-246,0
11357,-147,-271,0
11358,-157,-301,0
11359,-276,-224,0
11360,98,-469,0
11362,-121,-332,0
11363,-715,-599,0
11364,-133,-242,0
11365,460,13,0
11367,-614,-498,0
11368,-725,-277,0
11369,-651,-709,0
11370,-1,-706,0
11371,335,-693,0
11372,466,-692,0
11373,658,-690,0
11374,91,-170,0
11375,94,-251,0
11376,95,-316,0
11377,100,-584,0
11378,88,14,0
11379,201,12,0
11380,203,-169,0
11381,203,-245,0
11382,204,-317,0
11383,333,-462,0
11384,-346,-289,0
11385,-129,-270,0
11386,-219,-247,0
11387,-81,-253,0
11388,-104,-128,0
11389,-348,-72,0
11390,-376,-183,15
11391,-324,-219,10
11392,-461,-41,0
11393,-433,-39,0
11394,-456,23,0
11395,212,652,10
11396,256,893,0
11399,173,673,0
11401,-233,-180,0
11402,-201,-201,0
11403,-105,-200,0
11405,-149,-342,0
11406,-149,-324,0
11407,-270,-324,0
11409,-270,-301,0
11413,-221,-1035,0
11414,108,-1027,0
20001,-723,-191,0
20003,-874,-1048,0
20004,-556,-1042,0
20005,40,649,15
20006,-197,83,0
20007,-444,27,0
20008,-469,26,0
20009,726,447,0
20010,45,-1109,0
20011,-441,-136,0
20012,-803,68,0
20014,-713,-709,0
20015,300,430,0
20017,268,675,0
20018,268,631,0
20019,278,966,0
20020,322,966,0
20021,403,891,0
20022,287,654,0
20023,305,-169,0
20024,306,-242,0
20025,306,-318,0
20026,305,-461,0
20027,302,-572,0
20028,305,-694,0
20029,306,-788,0
20031,311,-1096,0
20032,-59,-167,0
20033,552,14,0
20034,651,-124,0
20036,-270,-357,0
20037,-270,-332,0
20038,-150,-333,0
20039,-233,-277,0
20040,-227,-292,0
20041,-170,-292,0
20042,-159,-482,0
20043,-158,-385,0
20044,-60,-386,0
20045,-253,-395,0
20046,-253,-342,0
20047,-224,-342,0
20048,-344,-307,0
20049,-288,-306,0
20050,-288,-284,0
20051,-13,-413,0
20052,206,-465,0
20100,-57,-331,0
20101,1021,656,0
20102,1077,657,0
20103,1020,442,0
20104,1079,443,0
20105,1032,780,0
20106,1033,270,0
20107,1077,319,0
20108,1036,228,0
20110,953,218,0
20111,1158,190,0
20112,1037,34,0
20113,1033,-169,0
20114,1154,41,0
20115,1036,-341,0
20121,1038,-542,0
20122,1040,-792,0
20123,1019,-1022,0
20124,1254,-812,0
20125,973,-1290,0
20126,757,657,0
20127,820,20,0
20128,943,21,0
20129,1141,-1006,0
20130,1045,-1005,0
20131,1041,-1039,0
20132,1138,-1041,0
20133,769,-1025,0
20134,899,-1023,0
20135,826,656,0
20136,919,656,0
