37457,1,026566,-5.25,-21.6109,shift,51,side
37457,2,026568,-5.25,-21.8239,not_error,51,side
42901,3,030483,-5.25,-36.7868,shift,21,side
42901,4,030479,-5.25,-37.0873,not_error,51,side
50527,5,035954,55.6652,-1.75,shift,21,side
50527,6,035958,56.4835,-1.75,not_error,21,side
52518,7,037411,-5.25,-66.0842,shift,21,side
52518,8,037412,-5.25,-64.8461,not_error,21,side
55130,9,039192,35.0536,-1.75,shift,21,side
55130,10,039191,36.2577,-1.75,not_error,51,side
58475,11,041553,5.25,45.2506,shift,51,side
58475,12,041575,5.25,47.686,not_error,21,side
80379,13,057331,25.6688,-5.25,shift,51,side
80379,14,057347,26.2797,-5.25,not_error,21,side
81211,15,057930,-75.9381,1.75,shift,21,side
81211,16,057932,-75.8626,1.75,not_error,21,side
86885,17,061838,-5.25,-71.0853,shift,21,side
86885,18,061873,-5.25,-73.9163,not_error,21,side
106999,19,076480,35.5712,-5.25,shift,51,side
106999,20,076498,40.0053,-5.25,not_error,21,side
107736,21,076989,-1.75,-23.7579,shift,21,side
107736,22,076992,-1.75,-28.0822,not_error,21,side
109917,23,078601,26.5783,-5.25,shift,21,side
109917,24,078637,30.0799,-5.25,not_error,51,side
110071,25,078766,-5.25,-66.4761,shift,21,side
110071,26,078767,-5.25,-69.093,not_error,21,side
114773,27,082241,5.25,23.5879,shift,21,side
114773,28,082262,5.25,23.7279,not_error,21,side
114900,29,082371,72.4537,-5.25,shift,51,side
114900,30,082368,66.2535,-5.25,not_error,21,side
120354,31,086237,5.25,67.0667,shift,21,side
120354,32,086258,5.25,70.0774,not_error,21,side
131190,33,094128,65.1299,-5.25,shift,21,side
131190,34,094123,66.478,-5.25,not_error,21,side
143051,35,102517,5.25,24.6726,shift,21,side
143051,36,102560,5.25,21.8754,not_error,21,side
